uuid,level,id,name,parent,children,include,pnzRegional,path,how,wardMap,pnz,pnzMayor,enrolBy,starting,ending,contact
294dfd71-2084-43aa-9ecd-e5d557de772f,district,zzzzzzzzzzzzzzzzzzzp,Waitaki,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-south-canterbury-otuhituhi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzp,,,,,,,,
b75e8b1b-ab35-4fae-8fc2-bdf13fb9c65d,district,zzzzzzzzzzzzzzzzzzzq,Waimate,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-south-canterbury-otuhituhi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzq,,,,,,,,
ebb9f057-7f84-4213-afbe-4e6e86a58241,ward,zzzzzzzzzzzzzzzzzzzx,Rangiora-Ashley Ward,d8050d7f-896e-43d6-a74c-b69996f437f1,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzr/wards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
9864dded-dc55-4207-9288-1efe19bce23a,ward,zzzzzzzzzzzzzzzzzzzy,Kaiapoi-Woodend Ward,d8050d7f-896e-43d6-a74c-b69996f437f1,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzr/wards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
d8050d7f-896e-43d6-a74c-b69996f437f1,district,zzzzzzzzzzzzzzzzzzzr,Waimakariri,361dcb51-b9d3-49db-b6c5-467c4559f088,260bdb25-f785-4e42-adbe-d93a4ae24da2|9bc53012-3665-4c94-bd78-0f04b3f2c136,true,environment-canterbury-north-canterbury-opukepuke-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzr,FPP,https://waimakariri.maps.arcgis.com/apps/webappviewer/index.html?id=5dad72ee172042e38a7cf3d5c10463a7,,,,,,
b097745f-761e-4c50-ab9c-59bf215281f4,district,zzzzzzzzzzzzzzzzzzzs,Timaru,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-south-canterbury-otuhituhi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzs,,,,,,,,
779e8c27-00c4-429e-bc6d-2bc6d3e6acda,ward,zzzzzzzzzzzzzzzzzzzy,Rolleston Ward,f3543032-f2e6-4ea9-9d37-8c354724362a,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzy,,,selwyn-district-council-rolleston-ward,,,,,
f3543032-f2e6-4ea9-9d37-8c354724362a,district,zzzzzzzzzzzzzzzzzzzt,Selwyn,361dcb51-b9d3-49db-b6c5-467c4559f088,4214116d-2930-4728-8827-c1dcfdb94a30,true,environment-canterbury-mid-canterbury-opakihi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzt,FPP,https://www.selwyn.govt.nz/your-council/elections/selwyn-wards-maps-and-boundaries,,,,,,
8b2b1b9f-3687-4640-9622-7bf0a737218e,district,zzzzzzzzzzzzzzzzzzzu,Mackenzie,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-south-canterbury-otuhituhi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzu,,,,,,,,
2cf301af-0f15-4d1e-ab1c-584833fc8877,district,zzzzzzzzzzzzzzzzzzzv,Kaikoura,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-north-canterbury-opukepuke-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzv,,,,,,,,
e5a485d2-d9bf-4231-a2db-79a68d1850e7,district,zzzzzzzzzzzzzzzzzzzw,Hurunui,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-north-canterbury-opukepuke-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzw,,,,,,,,
6463b124-a8a0-49b1-a398-898e852a3c91,ward,IxSxuB4yKBAIK06fieCk,Banks Peninsula Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/IxSxuB4yKBAIK06fieCk,,,christchurch-city-council-banks-peninsula-ward,,,,,
b250393b-c5b9-4df3-b29d-f4e7fb5696a7,ward,zzzzzzzzzzzzzzzzzzzk,Burwood Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzk,,,christchurch-city-council-burwood-ward,,,,,
2862ee35-5c6e-4159-8f37-fc473721939b,ward,zzzzzzzzzzzzzzzzzzzl,Waimairi Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzl,,,christchurch-city-council-waimairi-ward,,,,,
b48b1524-cb85-4587-9d2d-b919e0c405e2,ward,zzzzzzzzzzzzzzzzzzzm,Spreydon Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzm,,,christchurch-city-council-spreydon-ward,,,,,
2d313d1e-da06-4404-be94-834f66dea3bb,ward,zzzzzzzzzzzzzzzzzzzn,Riccarton Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzn,,,christchurch-city-council-riccarton-ward,,,,,
5700cda4-26a3-4c17-8bed-704f8a48ecdd,ward,zzzzzzzzzzzzzzzzzzzo,Papanui Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzo,,,christchurch-city-council-papanui-ward,,,,,
942503e4-07a2-47bd-a7f4-bf2ac8f561ec,ward,zzzzzzzzzzzzzzzzzzzp,Linwood Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzp,,,christchurch-city-council-linwood-ward,,,,,
22c178d0-bc47-42f6-a8c5-b3d03de2d84c,ward,zzzzzzzzzzzzzzzzzzzq,Innes Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzq,,,christchurch-city-council-innes-ward,,,,,
37264641-8135-4b75-82bb-523d9fb7f9d0,ward,zzzzzzzzzzzzzzzzzzzr,Hornby Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzr,,,christchurch-city-council-hornby-ward,,,,,
b5dd8c1f-c069-4760-9e99-7b0fc49230bc,ward,zzzzzzzzzzzzzzzzzzzs,Heathcote Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzs,,,christchurch-city-council-heathcote-ward,,,,,
f0f37e8e-685d-4cac-b8cc-6e600587274c,ward,zzzzzzzzzzzzzzzzzzzt,Harewood Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzt,,,christchurch-city-council-harewood-ward,,,,,
0e3b6cd2-9d9a-4b0d-8f14-d845599e62c3,ward,zzzzzzzzzzzzzzzzzzzu,Halswell Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzu,,,christchurch-city-council-halswell-ward,,,,,
6728c0df-6f98-4985-9290-b255bbbbd7fa,ward,zzzzzzzzzzzzzzzzzzzv,Fendalton Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzv,,,christchurch-city-council-fendalton-ward,,,,,
0765545c-a64b-402e-8011-cb5cd24a1f1f,ward,zzzzzzzzzzzzzzzzzzzw,Coastal Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzw,,,christchurch-city-council-coastal-ward,,,,,
89fa8202-1c61-4d59-9858-6f73c30a324c,ward,zzzzzzzzzzzzzzzzzzzx,Central Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzx,,,christchurch-city-council-central-ward,,,,,
708e863b-d259-4d63-8788-96433b40b0cc,ward,zzzzzzzzzzzzzzzzzzzy,Cashmere Ward,db413a4a-64ea-4e80-a425-e9238349604d,,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx/wards/zzzzzzzzzzzzzzzzzzzy,,,christchurch-city-council-cashmere-ward,,,,,
db413a4a-64ea-4e80-a425-e9238349604d,district,zzzzzzzzzzzzzzzzzzzx,Christchurch,361dcb51-b9d3-49db-b6c5-467c4559f088,823d9568-91b3-46ae-9c6d-0f01d8148514|16bf2df7-6295-4e1d-aa06-5f4ea1c9b9a4|4128934b-f272-4521-8803-087ba06449fa|76b37054-fd09-4988-a033-86dec7ed1cfe|19e6ff2e-7745-41ff-a5a3-ad88b098f635|ea4def94-3b7b-4246-9b97-5d0bed083cfc|17c96bb0-ee7d-4808-a892-b1a0ca87cf3a|e50f1537-fe51-4168-ab78-666723ac0fc2|8fb11296-e3fd-4ece-8c4a-5ef7f15f4903|f62fe415-ee07-4c10-a6d7-491f1d677265|ad14590e-1934-4f4a-b970-236d58b7d589|1dbd9ee8-084b-48ca-82aa-faf3dfe4f019|3345d6e9-b0b0-406d-ac60-96a0873c3422|82d3a13b-d8e9-48af-a805-a09fa888f9da|8eca128f-e53a-4d17-ac3c-f5ee8ebe3c73|b210bae7-ba45-4137-b7cd-c6244f9aef53,true,,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzx,FPP,https://ccc.govt.nz/the-council/how-the-council-works/council-elections/voting-areas/,,christchurch-city-council-mayoral,,,,
014551b6-fc6d-4d15-8122-f1260052a962,district,zzzzzzzzzzzzzzzzzzzy,Ashburton,361dcb51-b9d3-49db-b6c5-467c4559f088,,true,environment-canterbury-mid-canterbury-opakihi-constituency,regions/zzzzzzzzzzzzzzzzzzzw/districts/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
361dcb51-b9d3-49db-b6c5-467c4559f088,region,zzzzzzzzzzzzzzzzzzzw,Canterbury,,db71d42e-6ee8-4055-9955-69ffae817fab|071e1180-3167-4ab4-bf01-0b1b9921a71e|25dd5bd7-d441-4707-b51a-8396e7e405c3|c4337a0b-3cfe-4100-a2d3-c95c2c46770f|b1d162e3-b9bf-4e23-b182-43f5e76c4017|6c2ab133-18c0-4b08-b50b-ba95eb882b97|ed7ff676-cfd3-45b2-a6f2-e05c495427f9|f9e9754f-a7c9-441a-8716-5f20b368a602|03314554-600d-45a6-aff3-8c5d58ef3018|fbb3a868-e108-416d-ad6e-8f9d1a9c2f73,true,,regions/zzzzzzzzzzzzzzzzzzzw,FPP,,,,[object Object],[object Object],[object Object],christchurch@generationzero.org.nz
78cc07dd-d0cc-482c-8ed2-db452f6b3b0d,district,zzzzzzzzzzzzzzzzzzzq,Tararua,676d61c9-608b-4b3f-9056-5e1b260944c0,,,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzq,,,,,,,,
7785e514-949e-4e0f-bb1b-a805be9d6a6a,district,zzzzzzzzzzzzzzzzzzzr,South Wairarapa,676d61c9-608b-4b3f-9056-5e1b260944c0,,,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzr,,,,,,,,
72fd570f-9c74-47cb-bdc5-4c893ec97293,district,zzzzzzzzzzzzzzzzzzzs,Masterton,676d61c9-608b-4b3f-9056-5e1b260944c0,,,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzs,,,,,,,,
62826be4-30f8-463b-a64e-7b5c2693f043,ward,zzzzzzzzzzzzzzzzzzzu,Districtwide,b23f4bb8-cc5d-4fad-89dc-ec9e9954fb06,,true,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzu,,,kapiti-coast-district-council-kapiti-coast-at-large-ward,,,,,
9f0c9a11-7a14-4e20-9e6b-65a76f5a79f1,ward,zzzzzzzzzzzzzzzzzzzv,Paekākāriki–Raumati,b23f4bb8-cc5d-4fad-89dc-ec9e9954fb06,,true,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzv,,,kapiti-coast-district-council-paekakariki-raumati-ward,,,,,
519bb3ed-e47a-4934-b239-319ea8551fcd,ward,zzzzzzzzzzzzzzzzzzzw,Paraparaumu,b23f4bb8-cc5d-4fad-89dc-ec9e9954fb06,,true,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzw,,,kapiti-coast-district-council-paraparaumu-ward,,,,,
10ce3cc0-9272-4bb0-ae58-c58a007c3961,ward,zzzzzzzzzzzzzzzzzzzx,Waikanae,b23f4bb8-cc5d-4fad-89dc-ec9e9954fb06,,true,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzx,,,kapiti-coast-district-council-waikanae-ward,,,,,
04db950b-85c0-447b-842b-673abac94f23,ward,zzzzzzzzzzzzzzzzzzzy,Ōtaki,b23f4bb8-cc5d-4fad-89dc-ec9e9954fb06,,true,,regions/zzzzzzzzzzzzzzzzzzzx/districts/zzzzzzzzzzzzzzzzzzzt/wards/zzzzzzzzzzzzzzzzzzzy,,,kapiti-coast-district-council-otaki-ward,,,,,
